heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,0,3,mean,VOSMLP,0.13956932723522186,0.8497016792722106,0.5379472294397748,0.6116587409063711,0.8029197080291971,0.7286821705426356,0.8641472868217055,0.7085812980314345,0.7115097695716264,0.8251121076233184,-2.1311183134920118,-1.6173870863705655,-1.5000997478384608,-2.01534764506878,0.6312298327195341,0.17948158173844533,-2.0768955260377453,-1.5000997478384608,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
