heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,id_ece,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_fpr_at_95_tpr,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled,tetralogy_heldout_subjects,tetralogy_mean_ood_score,tetralogy_mean_pred_proba_chd,tetralogy_called_chd_recall,tetralogy_ood_auroc,tetralogy_ood_auprc,tetralogy_fpr_at_95_tpr,tetralogy_low_n,avsd_heldout_subjects,avsd_mean_ood_score,avsd_mean_pred_proba_chd,avsd_called_chd_recall,avsd_ood_auroc,avsd_ood_auprc,avsd_fpr_at_95_tpr,avsd_low_n,a_stenosis_heldout_subjects,a_stenosis_mean_ood_score,a_stenosis_mean_pred_proba_chd,a_stenosis_called_chd_recall,a_stenosis_ood_auroc,a_stenosis_ood_auprc,a_stenosis_fpr_at_95_tpr,a_stenosis_low_n
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_550f38e5_fetalclip_config_580f6925,2,3,mean,EnergyMLP,1.0,0.3,0.7843602895736694,5.0,0.6383108526468277,0.8617416144603697,0.5055878038864828,0.696281213160433,0.762589928057554,0.8406546080964685,0.29147296358214725,0.8792762954397286,0.7196625841093327,0.7774120367340707,0.7757847533632287,1.3645101902456145,1.5258280077426554,1.5426406721363153,1.387841279919331,-1.3645101902456145,-1.5258280077426554,-1.5426406721363153,-1.387841279919331,0.04230769230769231,0.004484304932735426,0.046511627906976744,0.007194244604316547,0.94,0.39686098654708524,0.11326715728326847,-1.3817587876549133,-1.5426406721363153,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223,115,-1.5160737359005472,0.8341055083483376,0.7478260869565218,0.4075451505016722,0.06479383374197326,0.9276923076923077,0,86,-1.598282319861789,0.8453148923554393,0.7790697674418605,0.37920393559928445,0.04605093679546553,0.9569230769230769,0,26,-1.5204290747642517,0.8660328055803592,0.8461538461538461,0.4086686390532544,0.015721572438531485,0.9553846153846154,1
