heldout_conditions,fold,n_folds,pooling,classifier,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,1,mean,EvidentialMLP,0.3,softplus,25,0.1,True,0.3171665668487549,95.0,0.40494582056999207,0.7791857083506439,0.3502247916958962,0.5959899749373434,0.7413793103448276,0.6716867469879518,0.8089653989623977,0.7555935679109494,0.7291999318728577,0.8116591928251121,0.3112398360418268,0.3219601609583559,0.3018474284843479,0.3060751783924225,6.814625982778618,6.521018801064327,7.024687275223668,6.93760741796249,0.06923076923076923,0.04932735426008968,0.0783132530120482,0.017241379310344827,0.45468552374381976,0.3327907844863635,0.3128341407730029,0.3018474284843479,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
