embedding_dim_mean,embedding_dim_std,threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_energy_mean_mean,normal_energy_mean_std,seen_disease_energy_mean_mean,seen_disease_energy_mean_std,heldout_energy_mean_mean,heldout_energy_mean_std,val_energy_mean_mean,val_energy_mean_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,n_folds,n_folds_found
768.0,0.0,0.3787420044342677,0.3160181283695204,0.8510462976925547,0.006192447889710254,0.4999172210390075,0.039080528444126454,0.644999157842074,0.029380759783565098,0.7528574429299105,0.07692255938412705,0.784855418788708,0.050295552332508764,0.8673096900673247,0.006099989707506729,0.6995653684732114,0.013831557083677554,0.7368211887904069,0.023784408323131993,0.7862481315396114,0.05606875734980886,-1.9889699189767318,0.8743085023333417,-1.5103804915061405,0.09617072198607833,-1.4752687418941959,0.021504356384751944,-1.9211450766039706,0.7664881734746932,0.5481877574239898,0.20738641815065342,0.17721656911967998,0.06484072855809281,-1.9376637941001587,0.7845618569186631,-1.4752687418941959,0.021504356384751944,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",fetal_clip,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,mean,VOSMLP,3,3
