heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",2,3,mean,VOSMLP,0.6332042813301086,0.7374751361701337,0.29171018631877116,0.5853011238584928,0.60431654676259,0.756244616709733,0.7813515687086289,0.5409941202683111,0.6805068506875736,0.7130044843049327,-1.130648685312805,-1.1089032845531437,-1.0395361257240912,-1.1118001153071722,0.4974197999310106,0.13894801751548508,-1.1283236001546566,-1.0395361257240912,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
