heldout_conditions,fold,n_folds,pooling,classifier,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,1,mean,EvidentialMLP,0.3,softplus,25,0.0,True,0.41769081354141235,95.0,0.05494946986436844,0.7140631491483174,0.32583019081650477,0.6060819983708933,0.4482758620689655,0.8162650602409639,0.7346717832182823,0.6838423482860414,0.6408521970705726,0.4798206278026906,0.05369816969586424,0.0534549151258222,0.053278660944625404,0.053617271417990706,37.285205209111595,37.54174673146215,37.64239986915759,37.36358630840595,0.04871794871794872,0.1210762331838565,0.03614457831325301,0.1206896551724138,0.3916867885477751,0.3537932177087127,0.05366199337519132,0.053278660944625404,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
