heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",1,3,mean,LogisticRegression,0.45856095673407,0.6776666705825993,0.22777617976833667,0.530124867604139,0.6171428571428571,0.6443902305309613,0.6985929793892617,0.4656089412876519,0.617503346791949,0.6708602150537635,0.811526024242896,0.8344678881303774,0.8305751780075604,0.5254276274850985,0.1930661801812865,0.8144122427713107,71454,12665,41731,9300,2208,390,1299,223
