heldout_conditions,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",mean,MLP,0.5224903225898743,0.6611587504277815,0.3193156823259789,0.5725124411453021,0.5449893390191898,0.6883116883116883,0.703265063249855,0.723127329738808,0.6458967641440454,0.6253763440860215,0.8561424122019088,0.8820921407664163,0.8830699834074561,0.51685508521194,0.43494319668905673,0.8610372089750563,100706,12712,12432,9300,3117,390,390,223
