heldout_conditions,pooling,classifier,dropout,evidence_activation,annealing_epochs,class_weighting,threshold,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",mean,EvidentialMLP,0.3,softplus,25,True,0.4926188886165619,95.0,0.9074384570121765,0.6347631906938097,0.22862536210734227,0.4064646464646464,0.896551724137931,0.3373493975903614,0.638800754619903,0.5731412000082923,0.5534256478700923,0.8385650224215246,0.9069519856248993,0.9067249883865488,0.9066860592953293,0.9068741405621553,2.2051893860460763,2.205742128964128,2.205836756881577,2.20537929779444,0.06923076923076923,0.053811659192825115,0.08132530120481928,0.0,0.3879441186616075,0.3056708917507813,0.9069182270612473,0.9066860592953293,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
