heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",1,3,mean,MLP,0.4418565630912781,0.6801149848388136,0.2417207761677791,0.5209371782591643,0.6601904761904762,0.6134700254927222,0.6928365459928254,0.4709023135840703,0.6063220386282929,0.6794623655913978,0.7625940288270877,0.7983104192376269,0.7996431341967694,0.5253726027658456,0.19001228107211182,0.7670873563211648,71454,12665,41731,9300,2208,390,1299,223
