heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,2,3,mean,VOSMLP,0.7370012998580933,0.8578005812404339,0.5019397202373247,0.6671045750800353,0.7913669064748201,0.8001722652885443,0.8743415135551843,0.7064743530243675,0.7587071271147224,0.8116591928251121,-1.052297239335419,-1.4311672882210436,-1.4627966582775116,-1.1119096000225117,0.31214901690238017,0.11127301152795896,-1.0928071907162666,-1.4627966582775116,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
