heldout_conditions,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,MCDropoutMLP,0.3,1000,0.6259380578994751,95.0,0.9960972476907504,0.7699186490817207,0.31148831028685015,0.5405479197046322,0.7571428571428571,0.635893011216566,0.8008875324743236,0.5578757751661612,0.6458057484237363,0.8340807174887892,0.7057584165843076,0.5917588145000613,0.5579786708994363,0.6806124909138178,0.05542725173210162,0.04484304932735426,0.35721855722062845,0.11282313153370736,0.6934720853358131,0.5579786708994363,0.3087749458880063,0.10381580772808927,0.06084655823190137,0.04076662692550949,0.32578699724175547,0.10671958865801143,0.11398194465439213,0.08223195398652366,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
