threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_energy_mean_mean,normal_energy_mean_std,seen_disease_energy_mean_mean,seen_disease_energy_mean_std,heldout_energy_mean_mean,heldout_energy_mean_std,val_energy_mean_mean,val_energy_mean_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,pooling,classifier,n_folds,n_folds_found
0.3460360070069631,0.24883722462063793,0.7712700071007923,0.03740318230212144,0.3096943106834934,0.02075040568879239,0.5800082398953842,0.009117331086820129,0.6806706876417531,0.07742511763527943,0.7224839396184649,0.029238141251670808,0.7937935323972573,0.01771667931511994,0.5546122100877098,0.026177909769200567,0.6772605303685739,0.01021925033178824,0.7563527653213752,0.044917725564474514,-1.4963426564617806,0.3581985975036961,-1.0920316854466776,0.11259506829301623,-1.0916545755036389,0.060771476384752686,-1.45099624499806,0.38908260349676294,0.6040002527452705,0.09468460549623825,0.18436797434174443,0.0406297161583827,-1.453175124914748,0.32401577766117884,-1.0916545755036389,0.060771476384752686,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,VOSMLP,3,3
