heldout_conditions,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,3,mean,MCDropoutMLP,0.3,10,0.05270414426922798,95.0,0.9646203477089871,0.787158062832821,0.3083366218394858,0.5930326568624441,0.656934306569343,0.7502153316106804,0.8114819599961718,0.585364286130619,0.691314238204545,0.7488789237668162,0.210618861237808,0.5344893513918687,0.5935825553062831,0.2617509790507691,0.031587057010785825,0.17488789237668162,0.7855790557394268,0.37912270932210534,0.24480241836500857,0.5935825553062831,0.7584901227828948,0.3176972974902984,0.03515489746498091,0.0864461254215613,0.7734769600696483,0.33749789272398517,0.04874022374418177,0.12234402548187259,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
