heldout_conditions,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",2,3,mean,EnergyMLP,1.0,0.3,0.11257266998291016,5.0,0.6503140330314636,0.7518884117512192,0.28017222899143046,0.5723886205045625,0.6906474820143885,0.7071490094745909,0.7874331996135927,0.5414480899612261,0.668003463927377,0.7533632286995515,1.9343500627617092,1.216977078280003,1.1019808404114215,1.893126032444147,0.038461538461538464,0.10762331838565023,0.03617571059431524,0.05755395683453238,0.7160055191445327,0.25779207102559554,-1.8576463359594344,-1.1019808404114215,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
