heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,VOSMLP,0.19404050707817078,0.7648773573277456,0.3049747796187107,0.5694805060995713,0.6785714285714286,0.7057808455565142,0.7859511262915453,0.5380504680586367,0.6658124462585495,0.7533632286995515,-1.8465430849425437,-1.1952388940112932,-1.1584068309565831,-1.8757310605201967,0.6784004253012839,0.21725363339728293,-1.7763486378829785,-1.1584068309565831,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
