heldout_conditions,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,1,mean,EnergyMLP,1.0,0.3,0.2218647450208664,5.0,0.6085118651390076,0.7919090153718322,0.3850118866304277,0.6017156862745098,0.7241379310344828,0.6867469879518072,0.8247545341508383,0.7857523944268572,0.7389823291462636,0.820627802690583,1.5886371615959938,1.0996876009579362,1.1735852054683618,1.5517239305453423,0.046153846153846156,0.053811659192825115,0.045180722891566265,0.05172413793103448,0.6080487524433713,0.4290372265477588,-1.5159215859113595,-1.1735852054683618,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
