heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,distance_metric,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,probe_probability_ood_auroc,probe_probability_ood_auprc,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled,nearest_train_distance_ood_auroc,nearest_train_distance_ood_auprc,nearest_train_distance_id_mean,nearest_train_distance_heldout_mean,healthy_centroid_distance_ood_auroc,healthy_centroid_distance_ood_auprc,healthy_centroid_distance_id_mean,healthy_centroid_distance_heldout_mean,seen_disease_centroid_distance_ood_auroc,seen_disease_centroid_distance_ood_auprc,seen_disease_centroid_distance_id_mean,seen_disease_centroid_distance_heldout_mean,linear_probe_margin_distance_ood_auroc,linear_probe_margin_distance_ood_auprc,linear_probe_margin_distance_id_mean,linear_probe_margin_distance_heldout_mean
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,0,3,mean,RepresentationProbe,cosine,0.39151855601988167,0.8636903751485316,0.5157873639047722,0.6375966642787605,0.8102189781021898,0.7605512489233419,0.8902071968609437,0.723973040407834,0.7477732722099433,0.8878923766816144,0.8659303378084254,0.4518671610991196,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223,0.5037017971767535,0.1536301963810509,0.023010619478343264,0.023683284162940466,0.5224146151029179,0.15840940126408043,0.08150260290489726,0.08489967728944103,0.4248498897925059,0.1264166267878452,0.08542451717085757,0.07477892728129845,0.5653989925860413,0.16775263501732185,-1.8771174764092877,-1.610788502005876
