heldout_conditions,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,EnergyMLP,1.0,0.3,0.1262938678264618,5.0,0.6391045451164246,0.7702945889313448,0.31164020363881534,0.4907023636159964,0.8214285714285714,0.5383951682484901,0.8012060363617347,0.5508047835018055,0.5996872613025495,0.8923766816143498,1.5900535771207012,1.221068286044257,1.2240261268455352,1.606688635547956,0.06004618937644342,0.06726457399103139,0.060396893874029335,0.05714285714285714,0.5867811389927402,0.1711096476229663,-1.5502861092602684,-1.2240261268455352,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
