embedding_dim_mean,embedding_dim_std,dropout_mean,dropout_std,mc_passes_mean,mc_passes_std,threshold_mean,threshold_std,uncertainty_percentile_mean,uncertainty_percentile_std,uncertainty_threshold_entropy_mean,uncertainty_threshold_entropy_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_entropy_mean_mean,normal_uncertainty_entropy_mean_std,seen_disease_uncertainty_entropy_mean_mean,seen_disease_uncertainty_entropy_mean_std,heldout_uncertainty_entropy_mean_mean,heldout_uncertainty_entropy_mean_std,val_uncertainty_entropy_mean_mean,val_uncertainty_entropy_mean_std,id_uncertain_rate_at_tau_mean,id_uncertain_rate_at_tau_std,heldout_uncertain_rate_at_tau_mean,heldout_uncertain_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,mutual_info_ood_auroc_mean,mutual_info_ood_auroc_std,mutual_info_ood_auprc_mean,mutual_info_ood_auprc_std,mutual_info_id_uncertainty_mean_mean,mutual_info_id_uncertainty_mean_std,mutual_info_heldout_uncertainty_mean_mean,mutual_info_heldout_uncertainty_mean_std,proba_std_ood_auroc_mean,proba_std_ood_auroc_std,proba_std_ood_auprc_mean,proba_std_ood_auprc_std,proba_std_id_uncertainty_mean_mean,proba_std_id_uncertainty_mean_std,proba_std_heldout_uncertainty_mean_mean,proba_std_heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,n_folds,n_folds_found
768.0,0.0,0.3,0.0,100.0,0.0,0.4493013719717662,0.1321529053263699,95.0,0.0,0.9909723767039321,0.005149794559938681,0.8511051199527783,0.012405737159599115,0.4816293411797321,0.03268048478992899,0.6379263742677828,0.0787040692361801,0.7613399999499878,0.09704577955793098,0.76664568468516,0.13313450536165666,0.8691127551086821,0.0066939667164215835,0.6941966776060973,0.011161385584634595,0.7281224578979675,0.05886781164213807,0.796711509715994,0.11505832823871937,0.5313217085728912,0.11339704526994639,0.6155341634922773,0.05014196737918639,0.617065460067904,0.03010777660092724,0.5559121717964407,0.11150137280468168,0.05902176006689253,0.01177746055005403,0.06576980568011957,0.010356058640172658,0.5662192164101282,0.06778169031744447,0.17293213175376634,0.02266611971616164,0.5403129962540175,0.10625655486328787,0.617065460067904,0.03010777660092724,0.513443586364723,0.09127220648378122,0.15796999469485085,0.03425053075413286,0.055530874904259,0.009466082451024491,0.06006738997934467,0.019790324483177302,0.53723983923105,0.08219123088265519,0.16500490855647384,0.03514828030033285,0.09488773271992994,0.0075770294581829845,0.10504127010669669,0.017103881805462587,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",fetal_clip,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,mean,MCDropoutMLP,3,3
