heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,2,3,mean,MLP,0.48774465918540955,0.8636005923943018,0.49137858301098686,0.6938115400970467,0.762589928057554,0.8380706287683032,0.8750172503224025,0.7002010935997706,0.7724287241236394,0.7623318385650224,0.35316340937833995,0.49540887570656594,0.5079417631890284,0.6336322869955158,0.1968792662190768,0.3683727323165118,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
