heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,id_ece,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_fpr_at_95_tpr,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled,tetralogy_heldout_subjects,tetralogy_mean_ood_score,tetralogy_mean_pred_proba_chd,tetralogy_called_chd_recall,tetralogy_ood_auroc,tetralogy_ood_auprc,tetralogy_fpr_at_95_tpr,tetralogy_low_n,avsd_heldout_subjects,avsd_mean_ood_score,avsd_mean_pred_proba_chd,avsd_called_chd_recall,avsd_ood_auroc,avsd_ood_auprc,avsd_fpr_at_95_tpr,avsd_low_n,a_stenosis_heldout_subjects,a_stenosis_mean_ood_score,a_stenosis_mean_pred_proba_chd,a_stenosis_called_chd_recall,a_stenosis_ood_auroc,a_stenosis_ood_auprc,a_stenosis_fpr_at_95_tpr,a_stenosis_low_n
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_550f38e5_fetalclip_config_580f6925,0,3,mean,EnergyMLP,1.0,0.3,0.4427192807197571,5.0,0.5282017290592194,0.8560641782505642,0.47947896346469454,0.6079906808262225,0.781021897810219,0.7304048234280792,0.21279324276782396,0.8705163173509426,0.680193410794086,0.718184604425829,0.8654708520179372,1.3155632471340057,1.1535634083034347,1.1351309687300113,1.2067398649759782,-1.3155632471340057,-1.1535634083034347,-1.1351309687300113,-1.2067398649759782,0.0362095531587057,0.04932735426008968,0.03617571059431524,0.0364963503649635,0.8574730354391371,0.5494413620126168,0.16809986755555456,-1.2984646508937991,-1.1351309687300113,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223,115,-1.0845347085724706,0.6970869477619367,0.8260869565217391,0.574026931064514,0.11113211695953888,0.8343605546995377,0,86,-1.2641448440939882,0.792366333998913,0.9418604651162791,0.48916938402551324,0.057945783301609335,0.9244992295839753,0,26,-0.9939847542689397,0.7023847097387681,0.8076923076923077,0.6199774801469717,0.03440986325831437,0.7919876733436055,1
