embedding_dim_mean,embedding_dim_std,temperature_mean,temperature_std,dropout_mean,dropout_std,threshold_mean,threshold_std,energy_percentile_mean,energy_percentile_std,neg_energy_threshold_mean,neg_energy_threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,id_ece_mean,id_ece_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_neg_energy_mean_mean,normal_neg_energy_mean_std,seen_disease_neg_energy_mean_mean,seen_disease_neg_energy_mean_std,heldout_neg_energy_mean_mean,heldout_neg_energy_mean_std,val_neg_energy_mean_mean,val_neg_energy_mean_std,normal_energy_mean_mean,normal_energy_mean_std,seen_disease_energy_mean_mean,seen_disease_energy_mean_std,heldout_energy_mean_mean,heldout_energy_mean_std,val_energy_mean_mean,val_energy_mean_std,id_ood_rate_at_tau_mean,id_ood_rate_at_tau_std,heldout_ood_rate_at_tau_mean,heldout_ood_rate_at_tau_std,normal_ood_rate_at_tau_mean,normal_ood_rate_at_tau_std,seen_disease_ood_rate_at_tau_mean,seen_disease_ood_rate_at_tau_std,ood_fpr_at_95_tpr_mean,ood_fpr_at_95_tpr_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_ood_score_mean_mean,id_ood_score_mean_std,heldout_ood_score_mean_mean,heldout_ood_score_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,tetralogy_heldout_subjects_mean,tetralogy_heldout_subjects_std,tetralogy_mean_ood_score_mean,tetralogy_mean_ood_score_std,tetralogy_mean_pred_proba_chd_mean,tetralogy_mean_pred_proba_chd_std,tetralogy_called_chd_recall_mean,tetralogy_called_chd_recall_std,tetralogy_ood_auroc_mean,tetralogy_ood_auroc_std,tetralogy_ood_auprc_mean,tetralogy_ood_auprc_std,tetralogy_fpr_at_95_tpr_mean,tetralogy_fpr_at_95_tpr_std,tetralogy_low_n_mean,tetralogy_low_n_std,avsd_heldout_subjects_mean,avsd_heldout_subjects_std,avsd_mean_ood_score_mean,avsd_mean_ood_score_std,avsd_mean_pred_proba_chd_mean,avsd_mean_pred_proba_chd_std,avsd_called_chd_recall_mean,avsd_called_chd_recall_std,avsd_ood_auroc_mean,avsd_ood_auroc_std,avsd_ood_auprc_mean,avsd_ood_auprc_std,avsd_fpr_at_95_tpr_mean,avsd_fpr_at_95_tpr_std,avsd_low_n_mean,avsd_low_n_std,a_stenosis_heldout_subjects_mean,a_stenosis_heldout_subjects_std,a_stenosis_mean_ood_score_mean,a_stenosis_mean_ood_score_std,a_stenosis_mean_pred_proba_chd_mean,a_stenosis_mean_pred_proba_chd_std,a_stenosis_called_chd_recall_mean,a_stenosis_called_chd_recall_std,a_stenosis_ood_auroc_mean,a_stenosis_ood_auroc_std,a_stenosis_ood_auprc_mean,a_stenosis_ood_auprc_std,a_stenosis_fpr_at_95_tpr_mean,a_stenosis_fpr_at_95_tpr_std,a_stenosis_low_n_mean,a_stenosis_low_n_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,n_folds,n_folds_found
768.0,0.0,1.0,0.0,0.3,0.0,0.4930710295836131,0.2696623962169099,5.0,0.0,0.5886140416065851,0.05583118531537437,0.8543020829230373,0.008459360093953688,0.4847966977675271,0.018707934508186513,0.6384802634359086,0.05008230830568488,0.8002515610035434,0.05012383723887377,0.7598095717966497,0.07087546240903025,0.22444226540870696,0.06203202483757922,0.8730853112467943,0.005387338332898921,0.7011308140986504,0.019844248894975127,0.7365296903741623,0.03546714345138621,0.8370702541106129,0.053122139443697605,1.599097402336655,0.4493731903938028,1.3806513261194961,0.19919166890183415,1.3888614075244454,0.22137912617934055,1.537436261594805,0.42568684108332566,-1.599097402336655,0.4493731903938028,-1.3806513261194961,0.19919166890183415,-1.3888614075244454,0.22137912617934055,-1.537436261594805,0.42568684108332566,0.048240672789543464,0.01585334333552811,0.0269058295964125,0.0224215246636771,0.04884516115127907,0.013983023238174809,0.043134960227855235,0.03967874203728712,0.8493501342148932,0.09497220433853298,0.5094387029044175,0.09884607703564588,0.14691821790742207,0.02946644170098939,-1.5756288322812633,0.41004805799079147,-1.3888614075244454,0.22137912617934055,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,115.0,0.0,-1.345016994424488,0.22924698256905812,0.7561518934589834,0.07043513224367956,0.8115942028985508,0.05789850537808169,0.5260303810172032,0.10322565752009867,0.08955838360827277,0.023333347496925692,0.8336942951621779,0.09433290695047314,0.0,0.0,86.0,0.0,-1.486561156289522,0.19261885973254225,0.8015683057840711,0.039948532714661096,0.8604651162790699,0.08139534883720934,0.473066512190548,0.08693692382834477,0.05582033084351282,0.008899113754982334,0.8816955545682988,0.10349564789687872,0.0,0.0,26.0,0.0,-1.3276827109929843,0.2901489605571365,0.7810658154865869,0.0820049332336334,0.858974358974359,0.058750970448151876,0.5429373090727427,0.11670125277707233,0.027043595057266234,0.009952338830696116,0.839834899424675,0.10056023328800119,1.0,0.0,"tetralogy,avsd,a_stenosis",fetal_clip,fetalclip_weights_550f38e5_fetalclip_config_580f6925,mean,EnergyMLP,3,3
