heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,3,mean,VOSMLP,0.21086323261260986,0.8114575278044978,0.3323979661129983,0.5852430897280883,0.7591240875912408,0.7054263565891473,0.8140779021915975,0.5847920419361816,0.6854622941595987,0.8026905829596412,-1.5118361991299933,-0.971952877775596,-1.0770207698302419,-1.3654575591668106,0.6361805330035171,0.19690227211246536,-1.4548531367066093,-1.0770207698302419,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
