heldout_conditions,fold,n_folds,pooling,classifier,temperature,dropout,threshold,energy_percentile,neg_energy_threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_neg_energy_mean,seen_disease_neg_energy_mean,heldout_neg_energy_mean,val_neg_energy_mean,id_ood_rate_at_tau,heldout_ood_rate_at_tau,normal_ood_rate_at_tau,seen_disease_ood_rate_at_tau,ood_auroc,ood_auprc,id_ood_score_mean,heldout_ood_score_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,3,mean,EnergyMLP,1.0,0.3,0.28579360246658325,5.0,0.4944782257080078,0.7851084831224028,0.2978342732961393,0.529726973448794,0.8248175182481752,0.6020671834625323,0.7942673940089962,0.5353011675926194,0.6339655712050078,0.852017937219731,0.8577462088743435,0.7682301273746212,0.7822930083146544,0.8215539408799929,0.05855161787365177,0.07623318385650224,0.056847545219638244,0.072992700729927,0.5883214604047621,0.18685895568688676,-0.84829805543408,-0.7822930083146544,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
