heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",2,3,mean,LogisticRegression,0.49257183220034884,0.6817296510666025,0.22683568796942044,0.5435163467335302,0.5854676531967369,0.6793765052905042,0.6994738003086137,0.4653677596940456,0.6248659265888588,0.6340860215053763,0.817468844300876,0.8376083474339602,0.8290301615043263,0.5154931074209439,0.18745353504109805,0.8199829434154667,72022,11604,42224,9300,2207,390,1300,223
