heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,1,3,mean,LogisticRegression,0.3109436438556519,0.8487797362258103,0.47028434776793543,0.5996904963333085,0.8214285714285714,0.7031924072476272,0.8751036920305097,0.7040713827785614,0.71040865502161,0.8923766816143498,0.5832090537330638,0.6834860933292622,0.660638525717171,0.5609592753307995,0.1666428806662099,0.5940164329043246,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
