heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,2,3,mean,MCDropoutMLP,0.3,100,0.4517192542552948,95.0,0.9860140118919777,0.8636687549185458,0.48659663671774067,0.6842514330127271,0.7482014388489209,0.8320413436692506,0.8759190257969648,0.6981529920622314,0.7668432092974775,0.7668161434977578,0.4097118318731666,0.574031958698184,0.5831102984872344,0.43447935309720687,0.06153846153846154,0.07174887892376682,0.6352224905139704,0.1927954262910197,0.4272814454336878,0.5831102984872344,0.6020317350810624,0.19449334735129237,0.05958706828582538,0.07745103783187207,0.6188237323214901,0.20255560980985293,0.08887392271799259,0.11799295520255418,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
