heldout_conditions,pooling,classifier,dropout,evidence_activation,annealing_epochs,threshold,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",mean,EvidentialMLP,0.3,relu,10,0.13871243596076965,95.0,0.2774350345134735,0.5569952222683838,0.19582094657731172,0.4242125984251969,0.5862068965517241,0.4578313253012048,0.6017396990095614,0.5471474735225654,0.5500022690082833,0.6816143497757847,0.27742549067879296,0.27742707318273085,0.27742736302149135,0.27742557655542327,7.209142874522382,7.2091017509328905,7.209094227162177,7.209140644318018,0.035897435897435895,0.04932735426008968,0.03313253012048193,0.05172413793103448,0.6049672300793378,0.44795647858000387,0.27742572602553245,0.27742736302149135,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
