heldout_conditions,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,MCDropoutMLP,0.3,10,0.6232794523239136,95.0,0.99685512575792,0.7636386047084927,0.30728259322973106,0.5355424035210612,0.7571428571428571,0.6281276962899051,0.7987839806806,0.5509023112174377,0.6398209375139672,0.8295964125560538,0.7027947605321022,0.5828001889022691,0.5560233615031412,0.6727053919158126,0.056197074672825253,0.02242152466367713,0.36175464396552026,0.11177752314947603,0.689862320171689,0.5560233615031412,0.364350638814956,0.11719083260237917,0.0550536267190163,0.040611171206057846,0.35758448202653303,0.11913219232658274,0.1046060655605524,0.07908010582602479,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
