heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",0,3,mean,LogisticRegression,0.46081732448453594,0.6844397222759886,0.2560843386284947,0.5352954228974083,0.6439312567132116,0.6336996336996337,0.7024735997288297,0.4852199425730957,0.6190526711569289,0.6833333333333333,0.816802469932698,0.8274654430450472,0.8323390526952484,0.5199957510263113,0.19246169016572165,0.8182241996810112,72238,11717,41895,9300,2209,390,1298,223
