heldout_conditions,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",mean,MCDropoutMLP,0.3,50,0.3639186918735504,95.0,0.9967841917913511,0.7807955961778147,0.35643323950190675,0.6141830677913153,0.7241379310344828,0.7048192771084337,0.8134673927024826,0.7620315657405416,0.7454318936877076,0.8116591928251121,0.635262514385093,0.8096320718526704,0.7788128690479691,0.6376193528321311,0.05384615384615385,0.09865470852017937,0.6136368862826261,0.44783937389207373,0.6611943972905275,0.7788128690479691,0.5213291939749338,0.3709554147738331,0.05052677795099249,0.05190850730271597,0.5668506381510866,0.4003262666090624,0.1006340858908609,0.11193561293560628,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
