heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,0,3,mean,MLP,0.5659462213516235,0.8517261107653231,0.5047261202791204,0.6745902675741311,0.7007299270072993,0.8372093023255814,0.868760168437171,0.6973431468817319,0.7546019310895437,0.726457399103139,0.4944020497967661,0.5471584152908306,0.5698502424461126,0.5638512509759754,0.17483753831859444,0.4999703256617021,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
