heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,distance_metric,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,probe_probability_ood_auroc,probe_probability_ood_auprc,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled,nearest_train_distance_ood_auroc,nearest_train_distance_ood_auprc,nearest_train_distance_id_mean,nearest_train_distance_heldout_mean,healthy_centroid_distance_ood_auroc,healthy_centroid_distance_ood_auprc,healthy_centroid_distance_id_mean,healthy_centroid_distance_heldout_mean,seen_disease_centroid_distance_ood_auroc,seen_disease_centroid_distance_ood_auprc,seen_disease_centroid_distance_id_mean,seen_disease_centroid_distance_heldout_mean,linear_probe_margin_distance_ood_auroc,linear_probe_margin_distance_ood_auprc,linear_probe_margin_distance_id_mean,linear_probe_margin_distance_heldout_mean
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,1,3,mean,RepresentationProbe,cosine,0.3109436438556519,0.8487797362258103,0.47028434776793543,0.5996904963333085,0.8214285714285714,0.7031924072476272,0.8751036920305097,0.7040713827785614,0.71040865502161,0.8923766816143498,0.8563538009576184,0.4791389366097196,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223,0.5121877125211873,0.15779313410235252,0.02303086449496098,0.023803010382459838,0.5189504171888,0.16383167579995164,0.0799465507062423,0.08373632185127704,0.40256216406549367,0.12554773454054058,0.08821058823935704,0.07513197280900895,0.5609592753307995,0.1666428806662099,-1.9173736061565287,-1.700989889369665
