heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",2,3,mean,MLP,0.4957290589809418,0.6815729531741784,0.23310439028216415,0.5263625323002564,0.6346044393853159,0.6328308932968907,0.6984393530860993,0.4732659418577754,0.612471034078332,0.6726881720430108,0.8027627829697133,0.8324197057100008,0.8236710188582791,0.51036535685764,0.1816977120938066,0.8064649817136519,72022,11604,42224,9300,2207,390,1300,223
