heldout_conditions,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,3,mean,EvidentialMLP,1,0.3,softplus,25,0.1,True,0.17340821027755737,1.1436705589294434,0.10276076415458979,0.12070017163023118,0.06044467427889664,0.04403168786278092,95.0,0.32076317071914673,0.7990531696184385,0.34843276042030924,0.624952787998142,0.6788321167883211,0.7855297157622739,0.8176165183271126,0.6044685033189374,0.7148788835460582,0.7309417040358744,0.18874975766194063,0.23713806945912158,0.2315538561998996,0.20028155041046633,12.112253886887371,9.227352643535085,9.538059012237685,11.267883288554657,0.054699537750385205,0.08520179372197309,0.050818260120585705,0.08759124087591241,0.6602776261513055,0.21304738708847382,0.1938569985835229,0.2315538561998996,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
