dropout_mean,dropout_std,mc_passes_mean,mc_passes_std,threshold_mean,threshold_std,uncertainty_percentile_mean,uncertainty_percentile_std,uncertainty_threshold_entropy_mean,uncertainty_threshold_entropy_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_entropy_mean_mean,normal_uncertainty_entropy_mean_std,seen_disease_uncertainty_entropy_mean_mean,seen_disease_uncertainty_entropy_mean_std,heldout_uncertainty_entropy_mean_mean,heldout_uncertainty_entropy_mean_std,val_uncertainty_entropy_mean_mean,val_uncertainty_entropy_mean_std,id_uncertain_rate_at_tau_mean,id_uncertain_rate_at_tau_std,heldout_uncertain_rate_at_tau_mean,heldout_uncertain_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,mutual_info_ood_auroc_mean,mutual_info_ood_auroc_std,mutual_info_ood_auprc_mean,mutual_info_ood_auprc_std,mutual_info_id_uncertainty_mean_mean,mutual_info_id_uncertainty_mean_std,mutual_info_heldout_uncertainty_mean_mean,mutual_info_heldout_uncertainty_mean_std,proba_std_ood_auroc_mean,proba_std_ood_auroc_std,proba_std_ood_auprc_mean,proba_std_ood_auprc_std,proba_std_id_uncertainty_mean_mean,proba_std_id_uncertainty_mean_std,proba_std_heldout_uncertainty_mean_mean,proba_std_heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,pooling,classifier,n_folds,n_folds_found
0.3,0.0,10.0,0.0,0.2551002167165279,0.3193776580021645,95.0,0.0,0.9836052129850005,0.01686527465313106,0.7695218820522903,0.015552790168017703,0.30230958440973765,0.00954088608043744,0.5411521815983692,0.04931546786684898,0.7495365126043065,0.08904302755212891,0.640326228938438,0.10432609107132602,0.8016020910400754,0.008815384026370266,0.5680861754255851,0.017231180764266132,0.6438201225109951,0.045626163012289424,0.8176382660687594,0.06362868954796039,0.45179732239375864,0.24623482327500384,0.6038813785560365,0.0819910755892244,0.6099243575620424,0.06366483563232558,0.46065109623278966,0.20579275174879294,0.04797932594581903,0.014196137777756843,0.10313901345291476,0.07662783628087473,0.6077877883689365,0.21999885985978937,0.23731567110316024,0.1344130564166546,0.4678759763787909,0.2225319428197098,0.6099243575620424,0.06366483563232558,0.573552416680714,0.19818688677493096,0.2004472396769699,0.10448629974007628,0.04508396950779756,0.00994942670952813,0.059265195824407,0.024077828771974102,0.5876735794684178,0.21145343898900945,0.21234583964750767,0.11263188313779876,0.07669119149659796,0.027932938397682013,0.10053114247407978,0.02163422948912105,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,MCDropoutMLP,3,3
