heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",0,1,mean,VOSMLP,0.11624374985694885,0.7769007062733693,0.35957462676603724,0.5805816889851909,0.7931034482758621,0.6295180722891566,0.8073468250225101,0.7598268945492088,0.7190171623494297,0.8340807174887892,-1.4464450074606632,-0.9567039280102171,-0.9384688521179918,-1.3958045824980125,0.7315856042313441,0.5641351235370198,-1.3736117187218788,-0.9384688521179918,100706,12712,12432,9300,3117,390,390,223,3117,390,390,223
