mc_passes_mean,mc_passes_std,dropout_mean,dropout_std,annealing_epochs_mean,annealing_epochs_std,kl_weight_mean,kl_weight_std,threshold_mean,threshold_std,temperature_mean,temperature_std,id_ece_uncalibrated_mean,id_ece_uncalibrated_std,id_ece_calibrated_mean,id_ece_calibrated_std,combined_ece_uncalibrated_mean,combined_ece_uncalibrated_std,combined_ece_calibrated_mean,combined_ece_calibrated_std,uncertainty_percentile_mean,uncertainty_percentile_std,uncertainty_threshold_dirichlet_mean,uncertainty_threshold_dirichlet_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_dirichlet_mean_mean,normal_uncertainty_dirichlet_mean_std,seen_disease_uncertainty_dirichlet_mean_mean,seen_disease_uncertainty_dirichlet_mean_std,heldout_uncertainty_dirichlet_mean_mean,heldout_uncertainty_dirichlet_mean_std,val_uncertainty_dirichlet_mean_mean,val_uncertainty_dirichlet_mean_std,normal_strength_mean_mean,normal_strength_mean_std,seen_disease_strength_mean_mean,seen_disease_strength_mean_std,heldout_strength_mean_mean,heldout_strength_mean_std,val_strength_mean_mean,val_strength_mean_std,id_uncertain_rate_at_tau_mean,id_uncertain_rate_at_tau_std,heldout_uncertain_rate_at_tau_mean,heldout_uncertain_rate_at_tau_std,normal_uncertain_rate_at_tau_mean,normal_uncertain_rate_at_tau_std,seen_disease_uncertain_rate_at_tau_mean,seen_disease_uncertain_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,pooling,classifier,evidence_activation,class_weighting,n_folds,n_folds_found
1.0,0.0,0.3,0.0,25.0,0.0,0.10000000000000002,1.6996749443881478e-17,0.3747691065073013,0.3491354249434394,6.875159978866577,9.92461927108957,0.22493269103518254,0.187338450140811,0.2209473511556129,0.15172097779065277,0.16527662196389278,0.1527362386613243,0.13210206906116492,0.12029546525719363,95.0,0.0,0.3672780195871989,0.06259954545126985,0.7702366893171444,0.02819694581579287,0.3109406337802872,0.03315111098247033,0.6089787814779708,0.014611403949772778,0.6589597977509546,0.07948066551188922,0.7701955287818536,0.03555782786999731,0.7964069897230311,0.021529828336186836,0.5660972855482789,0.033730452340523874,0.6945873668814532,0.017580161979752117,0.7010463378176383,0.05971594725093624,0.24223255665883078,0.08594267919653498,0.25783884662409035,0.02161350260061038,0.24564103432478568,0.019758115563497873,0.24521272074208303,0.07529366923603069,10.056731276600894,3.388065056293276,8.586127480257504,0.8185227256391719,8.930335013499352,0.7880884268079525,9.743976347263043,2.9755274126374327,0.051324117052382566,0.005809970866925985,0.04334828101644239,0.03866223365135292,0.049704505824791266,0.011290540463105776,0.0651511741597337,0.05066370430007118,0.519689017452791,0.22487223806541554,0.1656754320117726,0.06333224317310888,0.2438616770528793,0.07887027419876774,0.24564103432478568,0.019758115563497873,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,EvidentialMLP,softplus,True,3,3
