heldout_conditions,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_mean,seen_disease_uncertainty_mean,heldout_uncertainty_mean,ood_auroc,ood_auprc,id_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects
"tetralogy,avsd,a_stenosis",0,3,mean,MLP,0.3865002691745758,0.6927993449075962,0.26529666327230167,0.48194640207785766,0.7398854278553527,0.5142526646286045,0.7057493811228208,0.4938375866947294,0.5781678672204988,0.7778494623655914,0.8135290632199715,0.8697647818662452,0.8733612382312177,0.5484565330376634,0.19528500167847923,0.8210271590394749,72238,11717,41895,9300,2209,390,1298,223
