mc_passes_mean,mc_passes_std,dropout_mean,dropout_std,annealing_epochs_mean,annealing_epochs_std,kl_weight_mean,kl_weight_std,threshold_mean,threshold_std,temperature_mean,temperature_std,id_ece_uncalibrated_mean,id_ece_uncalibrated_std,id_ece_calibrated_mean,id_ece_calibrated_std,combined_ece_uncalibrated_mean,combined_ece_uncalibrated_std,combined_ece_calibrated_mean,combined_ece_calibrated_std,uncertainty_percentile_mean,uncertainty_percentile_std,uncertainty_threshold_dirichlet_mean,uncertainty_threshold_dirichlet_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_dirichlet_mean_mean,normal_uncertainty_dirichlet_mean_std,seen_disease_uncertainty_dirichlet_mean_mean,seen_disease_uncertainty_dirichlet_mean_std,heldout_uncertainty_dirichlet_mean_mean,heldout_uncertainty_dirichlet_mean_std,val_uncertainty_dirichlet_mean_mean,val_uncertainty_dirichlet_mean_std,normal_strength_mean_mean,normal_strength_mean_std,seen_disease_strength_mean_mean,seen_disease_strength_mean_std,heldout_strength_mean_mean,heldout_strength_mean_std,val_strength_mean_mean,val_strength_mean_std,id_uncertain_rate_at_tau_mean,id_uncertain_rate_at_tau_std,heldout_uncertain_rate_at_tau_mean,heldout_uncertain_rate_at_tau_std,normal_uncertain_rate_at_tau_mean,normal_uncertain_rate_at_tau_std,seen_disease_uncertain_rate_at_tau_mean,seen_disease_uncertain_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,entropy_ood_auroc_mean,entropy_ood_auroc_std,entropy_ood_auprc_mean,entropy_ood_auprc_std,entropy_id_uncertainty_mean_mean,entropy_id_uncertainty_mean_std,entropy_heldout_uncertainty_mean_mean,entropy_heldout_uncertainty_mean_std,mutual_info_ood_auroc_mean,mutual_info_ood_auroc_std,mutual_info_ood_auprc_mean,mutual_info_ood_auprc_std,mutual_info_id_uncertainty_mean_mean,mutual_info_id_uncertainty_mean_std,mutual_info_heldout_uncertainty_mean_mean,mutual_info_heldout_uncertainty_mean_std,proba_std_ood_auroc_mean,proba_std_ood_auroc_std,proba_std_ood_auprc_mean,proba_std_ood_auprc_std,proba_std_id_uncertainty_mean_mean,proba_std_id_uncertainty_mean_std,proba_std_heldout_uncertainty_mean_mean,proba_std_heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,pooling,classifier,evidence_activation,class_weighting,n_folds,n_folds_found
10.0,0.0,0.3,0.0,25.0,0.0,0.10000000000000002,1.6996749443881478e-17,0.4371897180875142,0.2444595314918919,3.5783810218175254,4.422221806929784,0.22555715983247612,0.17826832846861412,0.21648414611199898,0.15743627299406393,0.14470658397479688,0.161047288196011,0.1257101964032599,0.12671747270537967,95.0,0.0,0.33273647228876746,0.06478080823597936,0.7688908678656164,0.03410445922390661,0.30943916062100457,0.032970134585063184,0.6047641144923245,0.020293806817039833,0.6251624769006484,0.045278717725629934,0.7756203742719784,0.02838186364587473,0.7948860560153582,0.024410687173941584,0.5645859587222599,0.03735238574766603,0.6946614164469981,0.01780092525737283,0.7040358744394619,0.02727696201927448,0.23135658117554558,0.08190713952105272,0.24501157217156147,0.026157250442529527,0.2361425706846653,0.023177775445969148,0.233490737228312,0.07336914079727735,10.362138685850509,3.445357982829752,8.919858313448634,1.019026372924354,9.19651335843119,0.9428959030186003,10.065698189205593,3.0633994753799842,0.05055468980509097,0.005918813093670494,0.052316890881913235,0.04238399664800542,0.0462552365154849,0.008405271735824886,0.08692682975621584,0.0634334279122974,0.5258020379934197,0.22671781252009238,0.17064458549979464,0.06700879582197346,0.23278227065041787,0.07584790060173488,0.2361425706846653,0.023177775445969148,0.5435684033620345,0.2132200731557819,0.18200672483650573,0.07340777594795929,0.6487882769917742,0.15587343777734583,0.6964537316746787,0.010823615654645872,0.5441095229744639,0.17916406958825581,0.17581814558642983,0.060585450786745806,0.0367589882186699,0.008742039825599063,0.05026421198674744,0.030072161761239738,0.5431200541383759,0.18871793190981997,0.17671636919042907,0.06329996084234436,0.07626022244467018,0.004768696499167614,0.09357809723370182,0.032700445558288785,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,EvidentialMLP,softplus,True,3,3
