heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,entropy_ood_auroc,entropy_ood_auprc,entropy_id_uncertainty_mean,entropy_heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,0,3,mean,EvidentialMLP,100,0.3,softplus,25,0.1,True,0.49083563685417175,0.9871760606765747,0.19558568300251694,0.19432238697117327,0.12085616509237233,0.11993932952961509,95.0,0.31247601509094236,0.8452252965917878,0.4670465754603443,0.6428094275019616,0.6861313868613139,0.8053402239448751,0.8580270839314768,0.6647055387840902,0.7310739189871016,0.7354260089686099,0.20564667990914098,0.2050985100060484,0.20633992375680685,0.21229356313363099,10.753536211633149,11.085268406972398,10.841791599855295,10.48172822243128,0.03775038520801233,0.03139013452914798,0.03962101636520241,0.021897810218978103,0.5056416563599052,0.14735141010086272,0.20558882222291316,0.20633992375680685,0.5341228658094205,0.15765661394740094,0.593856873969865,0.6216006619591034,0.5524884783074341,0.18246599806967997,0.04324327515122056,0.05249130210381494,0.5490751552923782,0.1779418488517427,0.08270739520525414,0.09543984052787781,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
