heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,entropy_ood_auroc,entropy_ood_auprc,entropy_id_uncertainty_mean,entropy_heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,2,3,mean,EvidentialMLP,100,0.3,softplus,25,0.1,True,0.35784995555877686,1.1682610511779785,0.22238642983998247,0.23713067272052327,0.1530210363580182,0.16305588011160418,95.0,0.3109606683254241,0.8622001623507395,0.4842792529975471,0.6210824569311746,0.8705035971223022,0.719207579672696,0.8815842696094527,0.7088074944267881,0.7254171052118661,0.8834080717488789,0.22442965834537115,0.2086274814691475,0.20293439112837539,0.2194590819378694,9.682642982706337,10.707408695769825,11.048577770523961,9.909438210267288,0.06461538461538462,0.03587443946188341,0.06632213608957795,0.050359712230215826,0.4107726802345636,0.1252150508582796,0.22274004097168262,0.20293439112837539,0.45561917902725074,0.14466087348217513,0.6368299837321889,0.6072969133654131,0.4811555708865126,0.14218701101283143,0.039166166513570855,0.03748196858314855,0.47550189720593306,0.14028055827564598,0.08301326706074179,0.07875769660127403,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
