heldout_conditions,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,EvidentialMLP,1,0.3,softplus,25,0.1,True,0.777915894985199,18.33512306213379,0.4406188165480765,0.3954981579958233,0.3405179012561909,0.26916255153371355,95.0,0.4384518265724182,0.7427030691482805,0.29888422586085406,0.6056945924980351,0.5714285714285714,0.7955133735979293,0.7745705545532984,0.5411254300216563,0.6839387578537524,0.6322869955156951,0.3413675799515867,0.28026200884154867,0.26822639580799323,0.3321378209269964,6.14624471146038,7.664181239264352,8.039883699117755,6.315181278571105,0.054657428791377985,0.008968609865470852,0.060396893874029335,0.007142857142857143,0.26033478667619453,0.09374117544197834,0.33478191408907293,0.26822639580799323,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
