heldout_conditions,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",2,3,mean,EvidentialMLP,1,0.3,softplus,25,0.1,True,0.17298321425914764,1.146686315536499,0.1314184924028814,0.1466437238407843,0.09486729035659087,0.08311196778700046,95.0,0.34261906147003174,0.7689538291847142,0.28550491505969844,0.5962889639377353,0.7266187050359713,0.7295434969853575,0.7970338962886824,0.5526979233042432,0.6849444592445488,0.7399103139013453,0.196580332362965,0.2561164615716008,0.23714285096646423,0.2032187908887863,11.911695231454933,8.86684855797308,9.213062329142618,11.648864474663368,0.04461538461538461,0.03587443946188341,0.03789836347975883,0.10071942446043165,0.6384546395308728,0.19023773350486572,0.20294611848604222,0.23714285096646423,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223
