embedding_dim_mean,embedding_dim_std,threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_mean_mean,normal_uncertainty_mean_std,seen_disease_uncertainty_mean_mean,seen_disease_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,n_folds,n_folds_found
768.0,0.0,0.46011587977409363,0.122013826317535,0.851678193135874,0.01194643014822343,0.48111249565467756,0.030090120483392838,0.642506657997621,0.07285324109015856,0.775868523116856,0.08258247213015135,0.7689529594874353,0.11897016380196561,0.8687001826946789,0.006347273091222706,0.6929017369276309,0.010267724460155274,0.7329378001154053,0.0537066494942001,0.8026905829596412,0.1025524361078859,0.48096752260171255,0.12164452327592963,0.5579134082852056,0.06851804344246294,0.5587923602031184,0.04632234949375459,0.5653198088778969,0.06759016569991509,0.1750890956611749,0.021665487223673084,0.4891807934195682,0.11579092867363469,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",fetal_clip,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,mean,MLP,3,3
