heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,0,3,mean,MCDropoutMLP,0.3,100,0.5802287459373474,95.0,0.99060878796132,0.8507830526163577,0.51154181304539,0.6824751601501593,0.6715328467153284,0.8544358311800172,0.8688821896832233,0.7028410064388367,0.7571454140990566,0.6995515695067265,0.5500889460726521,0.6013225408728546,0.6275805751233737,0.5795730951230965,0.06933744221879815,0.07174887892376682,0.5637061502000318,0.1777598926908271,0.555496498066202,0.6275805751233737,0.5185936280030679,0.1528472829373148,0.062292953889086504,0.0642213254177094,0.5384413412839346,0.15956598303568786,0.10339799509214227,0.11147794716953897,72238,11717,41895,9300,2209,390,1298,223,2209,390,1298,223
