threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_mean_mean,normal_uncertainty_mean_std,seen_disease_uncertainty_mean_mean,seen_disease_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,heldout_conditions,pooling,classifier,n_folds,n_folds_found
0.47065003780631826,0.0190183227690285,0.6812786813083967,0.0034089716341505244,0.23689873545541726,0.016621872880095596,0.5363122124116925,0.0067533935177434175,0.6155139223509353,0.02926582145524262,0.6524887898403664,0.023891089275045255,0.7001801264755684,0.0020344473563011977,0.47206554785159777,0.0113926782411777,0.6204739815125788,0.003881621782422203,0.6627598566308244,0.025603442844763475,0.8152657794921566,0.0032558164402989066,0.8331805595364616,0.0051925464410241375,0.8306481307357118,0.0016556514741179933,0.5203054953107845,0.00497449780054184,0.19099380179603534,0.003080822709409855,0.8175397952892629,0.002847715478288393,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,LogisticRegression,3,3
