embedding_dim_mean,embedding_dim_std,threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,probe_probability_ood_auroc_mean,probe_probability_ood_auroc_std,probe_probability_ood_auprc_mean,probe_probability_ood_auprc_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,nearest_train_distance_ood_auroc_mean,nearest_train_distance_ood_auroc_std,nearest_train_distance_ood_auprc_mean,nearest_train_distance_ood_auprc_std,nearest_train_distance_id_mean_mean,nearest_train_distance_id_mean_std,nearest_train_distance_heldout_mean_mean,nearest_train_distance_heldout_mean_std,healthy_centroid_distance_ood_auroc_mean,healthy_centroid_distance_ood_auroc_std,healthy_centroid_distance_ood_auprc_mean,healthy_centroid_distance_ood_auprc_std,healthy_centroid_distance_id_mean_mean,healthy_centroid_distance_id_mean_std,healthy_centroid_distance_heldout_mean_mean,healthy_centroid_distance_heldout_mean_std,seen_disease_centroid_distance_ood_auroc_mean,seen_disease_centroid_distance_ood_auroc_std,seen_disease_centroid_distance_ood_auprc_mean,seen_disease_centroid_distance_ood_auprc_std,seen_disease_centroid_distance_id_mean_mean,seen_disease_centroid_distance_id_mean_std,seen_disease_centroid_distance_heldout_mean_mean,seen_disease_centroid_distance_heldout_mean_std,linear_probe_margin_distance_ood_auroc_mean,linear_probe_margin_distance_ood_auroc_std,linear_probe_margin_distance_ood_auprc_mean,linear_probe_margin_distance_ood_auprc_std,linear_probe_margin_distance_id_mean_mean,linear_probe_margin_distance_id_mean_std,linear_probe_margin_distance_heldout_mean_mean,linear_probe_margin_distance_heldout_mean_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,distance_metric,n_folds,n_folds_found
768.0,0.0,0.46494351011708596,0.06794070155946819,0.7870406219857635,0.022789617103342964,0.3246219525530361,0.04256792164705513,0.5646981152129622,0.05719736400741097,0.7148471004218523,0.18796194097599853,0.6881146116586988,0.14493499875404084,0.8161462865824772,0.013256914294065288,0.5819189884771722,0.030933347381292938,0.6632102948828369,0.04085167725934596,0.7877428998505231,0.15116387288605668,0.805593923565902,0.0072249641796153785,0.4044979885768825,0.020136251496981457,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,0.45243347573311893,0.009643916691396724,0.1366897378942803,0.0048622317676551875,0.0032353411491839,1.9882812973737196e-05,0.0030902776482928003,3.4117404173064116e-05,0.4620652642173488,0.0036571426837226917,0.13339390793349826,0.0007117240917009622,0.008717928259488633,0.00010671103505215688,0.0078962930827575,2.9230137116799765e-06,0.4412391133994295,0.007518268670649331,0.12837149986014443,0.0012837511800537578,0.008838752672974,9.281133751621608e-05,0.007779926195272901,1.6953474106989645e-05,0.5458677798719865,0.01379200961944431,0.15945038601507946,0.005436368673344746,-0.6278800880903489,0.026915608356659185,-0.55235694294586,0.01220907618612413,"tetralogy,avsd,a_stenosis",dinov2,facebookresearch_dinov2_vitb14,mean,RepresentationProbe,cosine,3,3
