heldout_conditions,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,entropy_ood_auroc,entropy_ood_auprc,entropy_id_uncertainty_mean,entropy_heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,EvidentialMLP,100,0.3,softplus,25,0.1,True,0.7676699757575989,9.76683235168457,0.4315337050215752,0.39719122386442984,0.33071669407981924,0.2702810404146234,95.0,0.40610286593437195,0.7403549858252187,0.2975878960314078,0.624409585419583,0.5571428571428572,0.8248490077653149,0.7731491715333585,0.5397677019836443,0.6977361699623685,0.6143497757847534,0.3256466430358788,0.2717221619827407,0.26224119693976344,0.3184151041393097,6.378470585405878,7.8086212532860895,8.142018271134038,6.52627331904876,0.046189376443418015,0.004484304932735426,0.05090595340811044,0.007142857142857143,0.26285828698861147,0.09418636206886126,0.31983492067449365,0.26224119693976344,0.30337582894050963,0.10101127773152799,0.8312490940834714,0.7101290085316205,0.32418521318572063,0.10529686137988306,0.029643959945153602,0.019298047665728162,0.31677350980574914,0.10363173791280697,0.08719948893147675,0.06284305437848038,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
