heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,distance_metric,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,probe_probability_ood_auroc,probe_probability_ood_auprc,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled,nearest_train_distance_ood_auroc,nearest_train_distance_ood_auprc,nearest_train_distance_id_mean,nearest_train_distance_heldout_mean,healthy_centroid_distance_ood_auroc,healthy_centroid_distance_ood_auprc,healthy_centroid_distance_id_mean,healthy_centroid_distance_heldout_mean,seen_disease_centroid_distance_ood_auroc,seen_disease_centroid_distance_ood_auprc,seen_disease_centroid_distance_id_mean,seen_disease_centroid_distance_heldout_mean,linear_probe_margin_distance_ood_auroc,linear_probe_margin_distance_ood_auprc,linear_probe_margin_distance_id_mean,linear_probe_margin_distance_heldout_mean
"tetralogy,avsd,a_stenosis",dinov2,768,facebookresearch_dinov2_vitb14,2,3,mean,RepresentationProbe,cosine,0.4130061870396839,0.7964667026069067,0.3061146946585995,0.5184144144144144,0.8489208633093526,0.5753660637381568,0.8245130650372844,0.5797579582239372,0.6301784350103679,0.9103139013452914,0.8132321490169023,0.4194814542752827,72022,11604,42224,9300,2207,390,1300,223,2207,390,1300,223,0.46339254915488093,0.14229589440738208,0.0032152847601817206,0.003123050046074016,0.4610745084511901,0.13397828284297608,0.008617064952850341,0.007894286927620927,0.43589168678854784,0.12792668887234732,0.008776858311433058,0.0077688608468915316,0.5523490858916867,0.16438845584754241,-0.6086024448218647,-0.5409710544915315
