heldout_conditions,fold,n_folds,pooling,classifier,mc_passes,dropout,evidence_activation,annealing_epochs,kl_weight,class_weighting,threshold,temperature,id_ece_uncalibrated,id_ece_calibrated,combined_ece_uncalibrated,combined_ece_calibrated,uncertainty_percentile,uncertainty_threshold_dirichlet,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_dirichlet_mean,seen_disease_uncertainty_dirichlet_mean,heldout_uncertainty_dirichlet_mean,val_uncertainty_dirichlet_mean,normal_strength_mean,seen_disease_strength_mean,heldout_strength_mean,val_strength_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,normal_uncertain_rate_at_tau,seen_disease_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,entropy_ood_auroc,entropy_ood_auprc,entropy_id_uncertainty_mean,entropy_heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",1,3,mean,EvidentialMLP,10,0.3,softplus,25,0.1,True,0.7150212526321411,8.684722900390625,0.4309057372868108,0.3977425321352055,0.3300845136525753,0.27131008192140454,95.0,0.40640488266944885,0.7369530383335388,0.28596585552043274,0.5846216432399349,0.6357142857142857,0.7428817946505608,0.7702968979147502,0.5326367095868663,0.6780805315869024,0.7219730941704036,0.32581294211619266,0.27375774532556535,0.2622613013458893,0.3181939648130001,6.386123371700258,7.760492031914847,8.14778880688107,6.532872416422918,0.049268668206312545,0.004484304932735426,0.05349439171699741,0.014285714285714285,0.2640768856346897,0.0941174462863465,0.3202026822619295,0.2622613013458893,0.2975590053749521,0.0998981278126555,0.8286887293338316,0.7057182677734714,0.3378210903868792,0.10650269957607175,0.027408561481493458,0.01724442533463216,0.3256178433220449,0.1043114253379753,0.08122492170468937,0.0572131614914924,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
