heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,dropout,mc_passes,threshold,uncertainty_percentile,uncertainty_threshold_entropy,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_uncertainty_entropy_mean,seen_disease_uncertainty_entropy_mean,heldout_uncertainty_entropy_mean,val_uncertainty_entropy_mean,id_uncertain_rate_at_tau,heldout_uncertain_rate_at_tau,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,mutual_info_ood_auroc,mutual_info_ood_auprc,mutual_info_id_uncertainty_mean,mutual_info_heldout_uncertainty_mean,proba_std_ood_auroc,proba_std_ood_auprc,proba_std_id_uncertainty_mean,proba_std_heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,1,3,mean,MCDropoutMLP,0.3,100,0.31595611572265625,95.0,0.9962943302584989,0.8388635523234315,0.4467495737760658,0.5470525296404617,0.8642857142857143,0.6134598792062123,0.8625370498458584,0.6815960343172238,0.6603787502973681,0.9237668161434978,0.6341643477728548,0.6712479909057932,0.6405055065931039,0.6536840671690186,0.046189376443418015,0.053811659192825115,0.4997290085163821,0.14824107627945235,0.6381610452621629,0.6405055065931039,0.41970539601003876,0.12656935379594547,0.044712602537865236,0.0385298066884526,0.45445444408772534,0.13289313282388082,0.09239128034965517,0.08565290794799714,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
