heldout_conditions,backbone,embedding_dim,checkpoint_id,fold,n_folds,pooling,classifier,threshold,id_auroc,id_auprc,id_macro_f1,id_sensitivity,id_specificity,combined_auroc,combined_auprc,combined_macro_f1,heldout_positive_rate_at_threshold,normal_energy_mean,seen_disease_energy_mean,heldout_energy_mean,val_energy_mean,ood_auroc,ood_auprc,id_uncertainty_mean,heldout_uncertainty_mean,train_videos,val_videos,id_test_videos,heldout_videos,train_subjects,val_subjects,id_test_subjects,heldout_subjects,train_subjects_pooled,val_subjects_pooled,id_test_subjects_pooled,heldout_subjects_pooled
"tetralogy,avsd,a_stenosis",fetal_clip,768,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,1,3,mean,VOSMLP,0.2596553862094879,0.8456366325650192,0.45986471343992297,0.6562341575398154,0.6642857142857143,0.825711820534944,0.8634402698250844,0.6836404543638321,0.740246669684872,0.7219730941704036,-2.7834942041027637,-1.4825870999268123,-1.4629098195666155,-2.6361779847206215,0.7011844226500551,0.2408951140926357,-2.6432886655464642,-1.4629098195666155,71454,12665,41731,9300,2208,390,1299,223,2208,390,1299,223
