threshold_mean,threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_mean_mean,normal_uncertainty_mean_std,seen_disease_uncertainty_mean_mean,seen_disease_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,heldout_conditions,pooling,classifier,n_folds,n_folds_found
0.4413619637489319,0.054616074575374846,0.6848290943068628,0.006940827680875001,0.24670727657408162,0.016665368276591604,0.5097487042124261,0.024229829128662318,0.6782267811437149,0.05490904165601214,0.5868511944727391,0.06361305449496904,0.6990084267339153,0.00647519971785348,0.4793352807121917,0.012614846164833953,0.5989869799757078,0.01829013745702128,0.71,0.05885689918805274,0.7929619583389241,0.026844674606589593,0.8334983022712911,0.03573939020985165,0.8322251304287555,0.037596134564321294,0.5280648308870496,0.019187769408840823,0.1889983316147992,0.0068501590996798345,0.7981931656914304,0.02790506736332422,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,MLP,3,3
