temperature_mean,temperature_std,dropout_mean,dropout_std,threshold_mean,threshold_std,energy_percentile_mean,energy_percentile_std,neg_energy_threshold_mean,neg_energy_threshold_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_neg_energy_mean_mean,normal_neg_energy_mean_std,seen_disease_neg_energy_mean_mean,seen_disease_neg_energy_mean_std,heldout_neg_energy_mean_mean,heldout_neg_energy_mean_std,val_neg_energy_mean_mean,val_neg_energy_mean_std,id_ood_rate_at_tau_mean,id_ood_rate_at_tau_std,heldout_ood_rate_at_tau_mean,heldout_ood_rate_at_tau_std,normal_ood_rate_at_tau_mean,normal_ood_rate_at_tau_std,seen_disease_ood_rate_at_tau_mean,seen_disease_ood_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_ood_score_mean_mean,id_ood_score_mean_std,heldout_ood_score_mean_mean,heldout_ood_score_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,pooling,classifier,n_folds,n_folds_found
1.0,0.0,0.3,0.0,0.17488671342531836,0.09629289353412351,5.0,0.0,0.5946322679519653,0.08691684122299126,0.7690971612683223,0.016642375438403044,0.2965489019754617,0.015773315811082014,0.5309393191897843,0.040856620978281806,0.7789645238970451,0.07650356955929379,0.6158704537285378,0.08521949562552165,0.7943022099947745,0.006886484381554349,0.5425180136852169,0.0078069891216948255,0.6338854321449782,0.034158171818334034,0.8325859491778774,0.07151493999345705,1.4607166162522514,0.549831793948201,1.0687584972329602,0.26027324163756366,1.0360999918572038,0.22811675005668072,1.440456202957365,0.5547896926660885,0.052353115237211166,0.012053645298416883,0.08370702541106123,0.021191998324002755,0.05114004989599424,0.013080445597128516,0.06256317156910547,0.009034575785638412,0.630369372847345,0.07416707700852235,0.20525355811181614,0.046176094253591704,-1.4187435002179276,0.5173718018457538,-1.0360999918572038,0.22811675005668072,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",mean,EnergyMLP,3,3
