embedding_dim_mean,embedding_dim_std,mc_passes_mean,mc_passes_std,dropout_mean,dropout_std,annealing_epochs_mean,annealing_epochs_std,kl_weight_mean,kl_weight_std,threshold_mean,threshold_std,temperature_mean,temperature_std,id_ece_uncalibrated_mean,id_ece_uncalibrated_std,id_ece_calibrated_mean,id_ece_calibrated_std,combined_ece_uncalibrated_mean,combined_ece_uncalibrated_std,combined_ece_calibrated_mean,combined_ece_calibrated_std,uncertainty_percentile_mean,uncertainty_percentile_std,uncertainty_threshold_dirichlet_mean,uncertainty_threshold_dirichlet_std,id_auroc_mean,id_auroc_std,id_auprc_mean,id_auprc_std,id_macro_f1_mean,id_macro_f1_std,id_sensitivity_mean,id_sensitivity_std,id_specificity_mean,id_specificity_std,combined_auroc_mean,combined_auroc_std,combined_auprc_mean,combined_auprc_std,combined_macro_f1_mean,combined_macro_f1_std,heldout_positive_rate_at_threshold_mean,heldout_positive_rate_at_threshold_std,normal_uncertainty_dirichlet_mean_mean,normal_uncertainty_dirichlet_mean_std,seen_disease_uncertainty_dirichlet_mean_mean,seen_disease_uncertainty_dirichlet_mean_std,heldout_uncertainty_dirichlet_mean_mean,heldout_uncertainty_dirichlet_mean_std,val_uncertainty_dirichlet_mean_mean,val_uncertainty_dirichlet_mean_std,normal_strength_mean_mean,normal_strength_mean_std,seen_disease_strength_mean_mean,seen_disease_strength_mean_std,heldout_strength_mean_mean,heldout_strength_mean_std,val_strength_mean_mean,val_strength_mean_std,id_uncertain_rate_at_tau_mean,id_uncertain_rate_at_tau_std,heldout_uncertain_rate_at_tau_mean,heldout_uncertain_rate_at_tau_std,normal_uncertain_rate_at_tau_mean,normal_uncertain_rate_at_tau_std,seen_disease_uncertain_rate_at_tau_mean,seen_disease_uncertain_rate_at_tau_std,ood_auroc_mean,ood_auroc_std,ood_auprc_mean,ood_auprc_std,id_uncertainty_mean_mean,id_uncertainty_mean_std,heldout_uncertainty_mean_mean,heldout_uncertainty_mean_std,entropy_ood_auroc_mean,entropy_ood_auroc_std,entropy_ood_auprc_mean,entropy_ood_auprc_std,entropy_id_uncertainty_mean_mean,entropy_id_uncertainty_mean_std,entropy_heldout_uncertainty_mean_mean,entropy_heldout_uncertainty_mean_std,mutual_info_ood_auroc_mean,mutual_info_ood_auroc_std,mutual_info_ood_auprc_mean,mutual_info_ood_auprc_std,mutual_info_id_uncertainty_mean_mean,mutual_info_id_uncertainty_mean_std,mutual_info_heldout_uncertainty_mean_mean,mutual_info_heldout_uncertainty_mean_std,proba_std_ood_auroc_mean,proba_std_ood_auroc_std,proba_std_ood_auprc_mean,proba_std_ood_auprc_std,proba_std_id_uncertainty_mean_mean,proba_std_id_uncertainty_mean_std,proba_std_heldout_uncertainty_mean_mean,proba_std_heldout_uncertainty_mean_std,train_videos_mean,train_videos_std,val_videos_mean,val_videos_std,id_test_videos_mean,id_test_videos_std,heldout_videos_mean,heldout_videos_std,train_subjects_mean,train_subjects_std,val_subjects_mean,val_subjects_std,id_test_subjects_mean,id_test_subjects_std,heldout_subjects_mean,heldout_subjects_std,train_subjects_pooled_mean,train_subjects_pooled_std,val_subjects_pooled_mean,val_subjects_pooled_std,id_test_subjects_pooled_mean,id_test_subjects_pooled_std,heldout_subjects_pooled_mean,heldout_subjects_pooled_std,heldout_conditions,backbone,checkpoint_id,pooling,classifier,evidence_activation,class_weighting,n_folds,n_folds_found
768.0,0.0,100.0,0.0,0.3,0.0,25.0,0.0,0.10000000000000002,1.6996749443881478e-17,0.37488901615142817,0.10843581946293719,1.1258262793223064,0.12304878137137887,0.21255838838624727,0.014759900906371616,0.22362679629994006,0.025404329598248537,0.1406657612168374,0.017329740675361197,0.14828287256275077,0.024553590542320532,95.0,0.0,0.3191777363419532,0.012942247635626894,0.8484692365504222,0.01243057403808656,0.45598166051604533,0.03516100875842402,0.6138446437765159,0.03318111402881862,0.7998307089469195,0.09943205464237184,0.7299254830005076,0.070668017522191,0.8670856892936576,0.012685828506196276,0.679369934299238,0.0254937329039213,0.7153508913890946,0.022512521300740943,0.8415545590433483,0.09259121474408714,0.21846143894068062,0.011106592563900288,0.21166105103898514,0.008495729157779856,0.20592414956367244,0.0028050774106973537,0.2183849927388195,0.005631735389449496,10.049709033151514,0.6097205261081624,10.758869920448811,0.30395289733851444,11.048630234728302,0.20686487196483275,10.086913947162465,0.34249962730265515,0.050288205029661935,0.013521590311923046,0.038863976083706966,0.009334825109713585,0.051420222518001234,0.013618279760262047,0.04075250748306464,0.016329637317234143,0.45020506262915355,0.049417929369177896,0.13619457386382464,0.011069244785247108,0.2177334213701291,0.010571383075915767,0.20592414956367244,0.0028050774106973537,0.48425028143087223,0.04334867503126945,0.1500131026078552,0.006794100249301561,0.6195159956036597,0.022669428324876544,0.6113260187842037,0.008966847960967757,0.5081279117066652,0.038715096759903755,0.15626172860510154,0.022714394578079868,0.039595201295518,0.0034536014723143688,0.041937099507205866,0.009177092656927989,0.5035337137991088,0.03978939933537765,0.1539565880996453,0.020839946826010338,0.08126005073325704,0.002775982973899374,0.08382322115166546,0.010087671389357093,71904.66666666667,404.9559646842275,11995.333333333334,582.6940306312854,41950.0,251.05975384358203,9300.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,2208.0,1.0,390.0,0.0,1299.0,1.0,223.0,0.0,"tetralogy,avsd,a_stenosis",fetal_clip,fetalclip_weights_c3ea7e11_fetalclip_config_e5fc56d1,mean,EvidentialMLP,softplus,True,3,3
